vehicle_id,scenario,total_distance,average_passengers,ratio_0,ratio_1,ratio_2,ratio_3,ratio_4,ratio_out,utilization_rate,reported_time,idling_time,moving_time,pick_up,drop_off,revenue_trips,rebalance_trips
s1.196,1,47.02017026,0.243083433,0.900954995,0.030994453,0.020529536,0.019054155,0.028466861,0,0.099045005,87435,77908,9527,30,30,30,20
s1.197,1,381.4428049,2.812884937,0.170732818,0.051879006,0.083425358,0.181696058,0.512266761,0,0.829267182,87839,11827,76012,484,484,484,20
s1.198,1,67.17596718,2.410951741,0.134170028,0.125280143,0.201703272,0.273121171,0.265725385,0,0.865829972,13386,147,13239,53,53,53,9
s1.199,1,371.218701,2.835131908,0.168381053,0.052809221,0.064473171,0.203969876,0.51036668,0,0.831618947,87106,13136,73970,441,441,441,16
s1.200,1,369.2935334,2.739757479,0.206961799,0.040497041,0.066329768,0.178244667,0.507966726,0,0.793038201,86673,10936,75737,464,464,464,13
s1.201,1,289.1174881,2.112722832,0.385462555,0.017780923,0.080447833,0.131188514,0.385120175,0,0.614537445,87622,30475,57147,308,308,308,19
s1.202,1,411.1170768,2.833087925,0.129804016,0.080345627,0.092935657,0.220787819,0.476126882,0,0.870195984,87609,5638,81971,413,413,413,12
s1.203,1,374.2463846,2.892996935,0.173544233,0.036180397,0.063774837,0.17673527,0.549765264,0,0.826455767,87119,12961,74158,488,488,488,29
s1.204,1,221.5867818,3.577605347,0,0.024399734,0.075510998,0.198173453,0.701915814,0,1,43689,0,43689,253,253,253,27
s1.205,1,404.0385543,2.936317759,0.139071029,0.060764187,0.076739103,0.171627359,0.551798322,0,0.860928971,87387,7194,80193,469,469,469,24
s1.207,1,305.013273,2.32002947,0.330390137,0.02853788,0.062313652,0.14816904,0.430589292,0,0.669609863,86867,26312,60555,351,351,351,4
s1.208,1,32.68404416,1.336976321,0.304037644,0.410746812,0.047965999,0.118700668,0.118548877,0,0.695962356,6588,109,6479,18,18,18,10
s1.209,1,334.8119451,2.435967078,0.265149912,0.044409171,0.095896531,0.178412698,0.416131687,0,0.734850088,85050,18688,66362,367,367,367,26
s1.210,1,390.4544634,3.073749225,0.126960255,0.036690928,0.065713039,0.17691089,0.593724887,0,0.873039745,87106,9137,77969,499,499,499,22
s1.211,1,394.3608001,2.773767222,0.157917058,0.071089613,0.086964994,0.207365718,0.476662617,0,0.842082942,87242,8819,78423,410,410,410,3
s1.213,1,378.7922771,2.846529533,0.17475293,0.033222248,0.072971731,0.208848541,0.510204551,0,0.82524707,87020,11245,75775,440,440,440,21
s1.214,1,388.052942,2.813466191,0.165798871,0.046066121,0.088630342,0.207879277,0.491625389,0,0.834201129,86810,9642,77168,475,475,475,19
s1.215,1,374.4340465,2.916238408,0.179510573,0.027104433,0.049785775,0.184834452,0.558764768,0,0.820489427,86591,12682,73909,470,470,470,27
s1.216,1,345.2427238,2.542006988,0.245621139,0.051667091,0.075788426,0.168930332,0.457993012,0,0.754378861,86438,18019,68419,388,388,388,23
s1.217,1,298.6070062,2.344264746,0.331496733,0.021188,0.06643968,0.13330496,0.447570627,0,0.668503267,86936,27663,59273,361,361,361,20
s1.218,1,353.6800479,2.765655742,0.203585773,0.033983352,0.059223471,0.199604168,0.503603237,0,0.796414227,85895,15634,70261,448,448,448,24
s1.219,1,282.4387449,3.630215724,0.00238895,0.02638622,0.046827008,0.187415803,0.73698202,0,0.99761105,55673,55,55618,356,356,356,18
s1.220,1,422.012896,3.068653729,0.09102831,0.056333329,0.104096447,0.190040148,0.558501766,0,0.90897169,86929,3161,83768,440,440,440,19
s1.221,1,395.4634464,3.006254383,0.114832316,0.05323124,0.091792272,0.191138091,0.549006082,0,0.885167684,86979,8439,78540,469,469,469,14
s1.222,1,376.4508267,2.900861125,0.167636921,0.021672219,0.090596793,0.182380947,0.53771312,0,0.832363079,86747,11996,74751,440,440,440,16
s1.223,1,287.2955771,3.340555015,0.046842398,0.04578175,0.080418,0.173894144,0.653063708,0,0.953157602,57512,386,57126,354,354,354,23
s1.224,1,355.2381931,2.634095492,0.244608497,0.029529376,0.069482894,0.159916607,0.496462627,0,0.755391503,87777,17322,70455,410,410,410,20
s1.225,1,351.1777726,2.774201195,0.193668816,0.047975728,0.069782877,0.167630606,0.520941974,0,0.806331184,84376,13550,70826,448,448,448,16
s1.226,1,343.1821248,3.127874823,0.096175895,0.037485668,0.089552843,0.195858906,0.580926688,0,0.903824105,74135,383,73752,448,448,448,21
s1.228,1,21.56177387,2.748686315,0.042037926,0.045007996,0.331962531,0.284212931,0.296778615,0,0.957962074,4377,184,4193,16,16,16,7
s1.229,1,367.0576434,2.826186918,0.187366364,0.028738936,0.077342223,0.183446373,0.523106104,0,0.812633636,86990,14592,72398,439,439,439,20
s1.230,1,429.4112316,3.062022802,0.083986819,0.063228355,0.100669369,0.21100612,0.541109338,0,0.916013181,87097,1800,85297,497,497,497,27
s1.231,1,392.2872247,2.763841148,0.175317384,0.067475595,0.080170952,0.172120629,0.504915441,0,0.824682616,87276,9152,78124,453,453,453,12
s1.232,1,125.2897432,0.621241181,0.7798936,0.02667991,0.06000411,0.059136471,0.07428591,0,0.2201064,87594,62482,25112,79,79,79,20
s1.233,1,399.5585752,2.964995693,0.132908412,0.034763135,0.088532874,0.222015504,0.521780075,0,0.867091588,87075,7799,79276,452,452,452,27
s1.234,1,283.9270406,3.363932616,0.039871073,0.053796567,0.066172804,0.182847781,0.657311774,0,0.960128927,56156,149,56007,364,364,364,31
s1.236,1,254.7732421,1.838703658,0.451048992,0.041201647,0.055907358,0.121680719,0.330161285,0,0.548951008,85749,35214,50535,255,255,255,10
s1.237,1,379.9021822,2.956880776,0.14795812,0.040501726,0.069676403,0.19042876,0.551434991,0,0.85204188,86342,10060,76282,472,472,472,23
s1.238,1,372.0859053,2.890026223,0.188860008,0.029557897,0.04295671,0.179946635,0.558678751,0,0.811139992,86948,13029,73919,476,476,476,1
s1.239,1,352.8787007,2.695655727,0.21669994,0.034861593,0.078315996,0.176327741,0.49379473,0,0.78330006,85653,14708,70945,448,448,448,25
s1.240,1,183.2417093,1.315819105,0.613564814,0.019222373,0.036445527,0.099363467,0.231403819,0,0.386435186,87034,50990,36044,177,177,177,21
s1.241,1,350.5744922,2.501060306,0.253946056,0.047834111,0.085626841,0.168399454,0.444193537,0,0.746053944,87239,17807,69432,366,366,366,10
s1.242,1,327.7341503,2.496705888,0.286368155,0.032062692,0.052832936,0.155967544,0.472768672,0,0.713631845,86518,21712,64806,379,379,379,27
s1.243,1,405.6556933,3.058197905,0.111685424,0.039390744,0.085852798,0.20518257,0.557888464,0,0.888314576,87254,6486,80768,496,496,496,17
s1.244,1,398.0724674,2.936766148,0.134926244,0.054296528,0.084175007,0.192289277,0.534312943,0,0.865073756,87722,8734,78988,449,449,449,14
s1.245,1,400.4645149,2.943155613,0.13225256,0.04891154,0.103634351,0.173830827,0.541370722,0,0.86774744,86728,7425,79303,467,467,467,16
s1.246,1,413.6541236,2.99390836,0.111811078,0.059945441,0.08943268,0.200145645,0.538665156,0,0.888188922,86512,4161,82351,458,458,458,19
s1.247,1,393.8228093,3.12586947,0.118305365,0.039335644,0.046509492,0.189883152,0.605966346,0,0.881694635,87122,8389,78733,500,500,500,22
s1.249,1,365.4554152,2.720375156,0.192722994,0.050389922,0.090374233,0.176814637,0.489698214,0,0.807277006,86684,14041,72643,425,425,425,27
s1.250,1,231.728133,1.590272158,0.516764169,0.040049021,0.055298633,0.111926839,0.275961338,0,0.483235831,86494,40685,45809,227,227,227,19
s1.251,1,23.35332579,2.930564858,0.000669792,0.176825184,0.129046662,0.278187095,0.415271266,0,0.999330208,4479,0,4479,22,22,22,4
s1.252,1,360.7094204,2.843638718,0.177931249,0.042204717,0.060561371,0.196899392,0.522403271,0,0.822068751,83403,11671,71732,424,424,424,44
s1.253,1,363.311067,2.551300014,0.214272589,0.066930038,0.094423262,0.201972989,0.422401121,0,0.785727411,87076,14671,72405,363,363,363,23
s1.254,1,389.4573726,2.954020616,0.12060027,0.05424766,0.090113279,0.220608769,0.514430023,0,0.87939973,82363,4086,78277,453,453,453,18
s1.255,1,348.9137398,2.817828758,0.188243216,0.031778668,0.074402722,0.185056932,0.520518462,0,0.811756784,83169,13834,69335,444,444,444,23
s1.257,1,368.9671045,2.799057187,0.188368155,0.036350946,0.079406851,0.179603652,0.516270395,0,0.811631845,87398,14076,73322,435,435,435,22
s1.258,1,349.9451138,2.782384252,0.216743909,0.020465287,0.050727298,0.187789657,0.524273849,0,0.783256091,87172,17785,69387,442,442,442,18
s1.259,1,380.6450845,2.808320266,0.180921963,0.034613966,0.084690065,0.194769855,0.505004151,0,0.819078037,86728,9949,76779,471,471,471,13
s1.262,1,386.6992503,2.965265525,0.127325146,0.046612466,0.095127717,0.19534106,0.535593611,0,0.872674854,86715,9500,77215,451,451,451,11
s1.263,1,15.47641328,2.710947503,0.063060179,0.169974392,0.069462228,0.387964149,0.309539052,0,0.936939821,3124,92,3032,15,15,15,3
s1.264,1,41.39923746,2.691677397,0.118108393,0.103242421,0.178508721,0.169144329,0.430996137,0,0.881891607,8543,277,8266,53,53,53,35
s1.265,1,367.1211054,2.834380158,0.200027508,0.023083624,0.057697598,0.180863745,0.538327526,0,0.799972492,87248,14521,72727,448,448,448,12
s1.266,1,412.4108156,3.028418366,0.119984825,0.039902973,0.095003794,0.181925827,0.563182581,0,0.880015175,86986,5287,81699,459,459,459,22
s1.267,1,315.103067,2.583970393,0.289504424,0.014028798,0.039946799,0.13603192,0.520488059,0,0.710495576,86465,24380,62085,400,400,400,32
s1.268,1,408.391105,3.006595313,0.10274082,0.052694037,0.109609987,0.205139323,0.529815833,0,0.89725918,87638,5644,81994,493,493,493,26
s1.269,1,15.58762479,2.740923613,0.063607319,0.123438861,0.199535289,0.235259948,0.378158583,0,0.936392681,3443,219,3224,8,8,8,16
s1.270,1,389.731258,2.730036482,0.176964503,0.070588917,0.089408767,0.171521223,0.49151659,0,0.823035497,86345,9313,77032,430,430,430,27
s1.271,1,41.33538926,2.449093108,0.137243047,0.144498186,0.153808948,0.260822249,0.30362757,0,0.862756953,8270,219,8051,40,40,40,13
s1.272,1,359.46096,2.449601436,0.269275452,0.053889598,0.075238391,0.161151178,0.44044538,0,0.730724548,86937,15845,71092,386,386,386,16
s1.273,1,395.0985669,2.884184693,0.142400548,0.045282803,0.100405228,0.209554249,0.502357171,0,0.857599452,87605,9183,78422,465,465,465,3
s1.274,1,286.7393288,3.40840073,0.021741021,0.039220802,0.078563353,0.229846074,0.63062875,0,0.978258979,57495,412,57083,349,349,349,10
s1.275,1,375.9516047,2.795915076,0.190618268,0.028649763,0.079083484,0.197495594,0.504152891,0,0.809381732,86807,12287,74520,401,401,401,18
s1.276,1,334.3627074,2.546741756,0.272392203,0.027036617,0.064661241,0.1532571,0.482652839,0,0.727607797,87363,21555,65808,384,384,384,28
s1.277,1,313.4732144,2.43764457,0.309341981,0.023340424,0.053132011,0.148702212,0.465483372,0,0.690658019,86031,24229,61802,366,366,366,19
s1.278,1,50.9386169,0.343662553,0.886382403,0.010917932,0.01708794,0.04387816,0.041733566,0,0.113617597,87196,76977,10219,43,43,43,13
s1.279,1,292.497159,3.343368522,0.023382965,0.051304976,0.094546267,0.220092156,0.610673636,0,0.976617035,58162,256,57906,329,329,329,1
s1.280,1,401.3752411,2.841338922,0.163288741,0.050364586,0.082528564,0.189355228,0.514462881,0,0.836711259,87085,7076,80009,449,449,449,30
s1.281,1,236.9261707,3.544878654,0.012391388,0.014360313,0.062470573,0.237533707,0.673244018,0,0.987608612,46726,0,46726,288,288,288,34
s1.282,1,259.1386059,1.991848297,0.425530439,0.037463144,0.038619414,0.116401688,0.381985315,0,0.574469561,86485,35155,51330,312,312,312,4
s1.283,1,391.0224797,3.01902605,0.126572092,0.038960292,0.075092544,0.207619617,0.551755455,0,0.873427908,86986,9138,77848,458,458,458,24
s1.284,1,405.136912,2.893194467,0.115927303,0.061935663,0.118259705,0.220769924,0.483107406,0,0.884072697,86606,4585,82021,446,446,446,6
s1.285,1,379.1206945,2.654187306,0.194701071,0.054314019,0.097097109,0.209872135,0.444015666,0,0.805298929,86810,8944,77866,423,423,423,15
s1.286,1,372.5613544,2.855133419,0.179139583,0.034458387,0.072415911,0.180101266,0.533884853,0,0.820860417,86307,12450,73857,483,483,483,20
s1.287,1,333.7029606,2.711586639,0.239445604,0.020018557,0.053491069,0.163593134,0.523451635,0,0.760554396,86220,20479,65741,426,426,426,23
s1.288,1,371.9359933,2.835366831,0.181744306,0.045908206,0.068089733,0.16375186,0.540505894,0,0.818255694,87370,13602,73768,449,449,449,25
s1.289,1,255.0789711,1.876811427,0.453691971,0.034293284,0.045248243,0.11504435,0.351722152,0,0.546308029,86810,36395,50415,300,300,300,18
s1.290,1,296.3868577,3.304805461,0.041093587,0.069778391,0.075074823,0.171335373,0.642717826,0,0.958906413,59474,608,58866,344,344,344,24
s1.291,1,239.9530871,1.798720864,0.47431916,0.034437377,0.050253403,0.100183558,0.340806502,0,0.52568084,86621,39091,47530,265,265,265,28
s1.292,1,396.7941734,2.887132353,0.140889246,0.051700368,0.093727022,0.206755515,0.506927849,0,0.859110754,87040,8099,78941,443,443,443,21
s1.293,1,413.6409422,3.139470948,0.075488044,0.046240037,0.106572716,0.206711332,0.564987871,0,0.924511956,86570,4474,82096,505,505,505,13
s1.294,1,279.4194754,3.133376556,0.059880779,0.071946981,0.097286005,0.216687377,0.554198858,0,0.940119221,55527,177,55350,295,295,295,26
s1.295,1,411.9122018,3.020303296,0.103362235,0.063610158,0.096127334,0.18316262,0.553737652,0,0.896637765,87769,3485,84284,507,507,507,11
s1.296,1,274.8212863,2.031744931,0.391667245,0.051594183,0.058911933,0.128979677,0.368846963,0,0.608332755,86502,32163,54339,308,308,308,6
s1.297,1,33.31638381,3.156947891,0.006048387,0.055676179,0.214950372,0.22192928,0.501395782,0,0.993951613,6448,0,6448,39,39,39,25
s1.298,1,343.9741906,2.645071496,0.251380258,0.041708055,0.045461896,0.133359514,0.528090277,0,0.748619742,86578,18738,67840,427,427,427,4
s1.299,1,321.4141588,3.443569801,0.034535313,0.026207872,0.081498939,0.176667452,0.681090423,0,0.965464687,63645,194,63451,426,426,426,19
s1.300,1,372.5420548,2.878655038,0.174794115,0.045526048,0.047584899,0.190420561,0.541674378,0,0.825205885,86456,11317,75139,422,422,422,13
s1.301,1,342.0314222,2.653928473,0.240242106,0.031448495,0.054266777,0.182224063,0.491818558,0,0.759757894,86904,18877,68027,427,427,427,20
s1.302,1,301.2799426,3.634557243,0.006752217,0.018694571,0.049264311,0.183821553,0.741467347,0,0.993247783,59536,180,59356,381,381,381,31
s1.303,1,332.4664376,2.47856537,0.277114234,0.030994246,0.079732239,0.160530478,0.451628803,0,0.722885766,87242,20980,66262,350,350,350,20
s1.304,1,294.6641027,2.138246314,0.357978437,0.045852954,0.073316605,0.145647865,0.377204138,0,0.642021563,87279,28774,58505,304,304,304,4
s1.305,1,367.5205625,2.841965183,0.203314905,0.02371379,0.064607512,0.144418807,0.563944988,0,0.796685095,87544,14589,72955,432,432,432,18
s1.306,1,389.7133246,2.841153375,0.171895926,0.055230595,0.069527592,0.166515951,0.536829936,0,0.828104074,87361,10130,77231,479,479,479,28
s1.307,1,50.21473625,2.647565012,0.171252955,0.093995272,0.101749409,0.181938534,0.45106383,0,0.828747045,10575,699,9876,50,50,50,27
s1.308,1,397.4627934,2.827223396,0.157034329,0.061906666,0.092294511,0.174330268,0.514434226,0,0.842965671,87535,8484,79051,519,519,519,30
s1.309,1,426.9683808,2.941926671,0.105516909,0.085772666,0.092878297,0.192931102,0.522901026,0,0.894483091,87114,523,86591,486,486,486,36
s1.310,1,379.8238835,2.809432024,0.171789338,0.053046479,0.079939059,0.18439307,0.510832054,0,0.828210662,86641,11348,75293,449,449,449,1
s1.311,1,409.1514893,2.889212961,0.126079447,0.05267131,0.122613778,0.203227762,0.495407702,0,0.873920553,87429,5640,81789,454,454,454,9
s1.312,1,69.36221239,2.690344925,0.110616342,0.093723494,0.151682217,0.282654792,0.361323155,0,0.889383658,14148,284,13864,69,69,69,6
s1.313,1,382.6285623,2.882366456,0.170522688,0.033176335,0.066479035,0.203055715,0.526766226,0,0.829477312,87050,10915,76135,458,458,458,13
s1.314,1,274.0787043,3.412795922,0.029853483,0.035024664,0.087213247,0.188289659,0.659618946,0,0.970146517,54533,277,54256,329,329,329,2
s1.315,1,414.3025096,3.09400277,0.097843418,0.04877623,0.087229263,0.193836342,0.572314747,0,0.902156582,85923,620,85303,478,478,478,16
s1.316,1,334.0914863,2.521621249,0.274263591,0.0306167,0.055776389,0.177921511,0.46142181,0,0.725736409,87044,20798,66246,403,403,403,27
s1.317,1,165.9640617,3.321117034,0.046462321,0.059637751,0.063151199,0.187818028,0.6429307,0,0.953537679,33016,214,32802,191,191,191,4
s1.318,1,220.0952582,3.279501238,0.042080181,0.059823721,0.075762833,0.221181206,0.601152058,0,0.957919819,43227,0,43227,253,253,253,19
s1.319,1,396.0740051,2.992772917,0.128024252,0.044399876,0.079578593,0.202773263,0.545224017,0,0.871975748,86757,7235,79522,479,479,479,24
s1.320,1,233.6905709,3.442010142,0.026156113,0.04141204,0.057686473,0.213756339,0.660989035,0,0.973843887,46146,65,46081,297,297,297,29
s1.321,1,358.9967536,2.78185875,0.196580307,0.032243147,0.077052914,0.180984751,0.51313888,0,0.803419693,86499,15597,70902,388,388,388,4
s1.322,1,311.0672038,2.44174168,0.307531093,0.023397238,0.053093291,0.151755652,0.464222726,0,0.692468907,87318,25623,61695,394,394,394,31
s1.323,1,347.6255207,2.611883779,0.23385431,0.051673093,0.069264665,0.159150372,0.48605756,0,0.76614569,87144,18531,68613,412,412,412,25
s1.324,1,380.6352082,2.915701965,0.158795314,0.040090859,0.067336962,0.194170279,0.539606586,0,0.841204686,86728,11036,75692,480,480,480,24
s1.325,1,338.5934302,2.657867357,0.212090784,0.054792035,0.08077863,0.167836144,0.484502408,0,0.787909216,82658,15605,67053,378,378,378,25
s1.326,1,426.874653,3.201353023,0.07805991,0.03561902,0.085506078,0.208538122,0.59227687,0,0.92194009,88099,3139,84960,514,514,514,3
s1.327,1,387.9851829,2.910367158,0.144446372,0.047516623,0.091066782,0.18716392,0.529806302,0,0.855553628,86475,6924,79551,466,466,466,16
s1.328,1,384.2398818,3.00218861,0.136896986,0.030984302,0.075959665,0.205351209,0.550807838,0,0.863103014,87270,11093,76177,468,468,468,16
s1.329,1,388.267471,2.948776408,0.157348426,0.038712708,0.065017644,0.175656478,0.563264745,0,0.842651574,87284,10319,76965,482,482,482,24
s1.330,1,425.5235339,3.141583387,0.072762905,0.055331439,0.086744751,0.227881177,0.557279729,0,0.927237095,87256,2733,84523,465,465,465,32
s1.331,1,26.40911828,2.802251407,0.072420263,0.12945591,0.160412758,0.198874296,0.438836773,0,0.927579737,5330,0,5330,20,20,20,29
s1.332,1,429.0399416,3.058843081,0.09346812,0.056802943,0.082614127,0.231647354,0.535467455,0,0.90653188,87249,790,86459,474,474,474,15
s1.333,1,78.15223611,2.305355815,0.173630052,0.154227622,0.142945698,0.251549715,0.277646913,0,0.826369948,16132,614,15518,73,73,73,1
s1.334,1,361.0685792,2.784064559,0.185641803,0.043299584,0.077335446,0.188798586,0.504924582,0,0.814358197,87114,15169,71945,433,433,433,21
s1.335,1,280.1156816,2.242856808,0.362862429,0.038385873,0.037964307,0.114607242,0.446180149,0,0.637137571,85396,30036,55360,340,340,340,29
s1.336,1,380.309061,2.825221772,0.170348524,0.041210021,0.079149405,0.211455261,0.497836789,0,0.829651476,87139,6646,80493,458,458,458,20
s1.337,1,336.4293279,2.474924694,0.288153326,0.03121479,0.052243096,0.17433144,0.454057348,0,0.711846674,86978,20516,66462,374,374,374,22
s1.338,1,302.7675,2.368347178,0.323419775,0.033330265,0.054465128,0.12905267,0.459732161,0,0.676580225,86918,26671,60247,383,383,383,20
s1.339,1,357.2614703,2.567392051,0.232504868,0.055984423,0.087767724,0.159099759,0.464643225,0,0.767495132,87310,16424,70886,420,420,420,21
s1.340,1,163.7609108,3.408038902,0.037055275,0.027329804,0.062907793,0.235934999,0.636772129,0,0.962944725,32492,0,32492,200,200,200,24
s1.341,1,362.1889896,2.857785539,0.19619975,0.029964842,0.04977564,0.167969654,0.556090114,0,0.80380025,86468,15034,71434,484,484,484,16
s1.342,1,386.7181005,2.927930924,0.1562242,0.031189799,0.073915237,0.205772406,0.532898358,0,0.8437758,87208,10107,77101,452,452,452,24
s1.343,1,424.4065965,3.153508017,0.06159832,0.069655339,0.098577971,0.193976747,0.576191624,0,0.93840168,87129,1870,85259,486,486,486,22
s1.344,1,393.6467973,2.724438015,0.155454195,0.08383981,0.09973986,0.202746054,0.458220081,0,0.844545805,85723,7164,78559,409,409,409,23
s1.345,1,30.32579673,2.018853346,0.317261629,0.154690156,0.075413383,0.097202905,0.355431927,0,0.682738371,6471,450,6021,26,26,26,28
s1.346,1,13.93876171,2.911351351,0.008648649,0.207567568,0.084684685,0.261981982,0.437117117,0,0.991351351,2775,24,2751,7,7,7,26
s1.347,1,420.1656036,3.070436348,0.090730784,0.065567529,0.088861712,0.192214505,0.56262547,0,0.909269216,86674,2341,84333,492,492,492,25
s1.348,1,364.7923898,2.82755831,0.196119093,0.030126591,0.059478368,0.178628807,0.535647141,0,0.803880907,87763,14730,73033,458,458,458,24
s1.349,1,77.16810613,2.08476481,0.267512174,0.141649275,0.114464601,0.191309466,0.285064483,0,0.732487826,18687,3278,15409,67,67,67,26
s1.350,1,394.4639267,3.124802855,0.112876302,0.039567144,0.062522305,0.179945893,0.605088355,0,0.887123698,86865,8796,78069,488,488,488,29
s1.353,1,426.3492552,3.199624323,0.063796401,0.051793057,0.100356206,0.189098489,0.594955846,0,0.936203599,87309,1395,85914,548,548,548,25
s1.354,1,403.226466,3.054132231,0.115174472,0.042320937,0.083585859,0.191035354,0.567883379,0,0.884825528,87120,7406,79714,502,502,502,12
s1.355,1,276.1773589,3.535379509,0.020899442,0.021264179,0.062588905,0.192052376,0.703195098,0,0.979100558,54834,243,54591,347,347,347,8
s1.356,1,418.7988338,3.120530632,0.08981716,0.054352624,0.078096322,0.200950213,0.576783681,0,0.91018284,86086,2030,84056,515,515,515,24
s1.357,1,350.0301047,2.547119905,0.253519988,0.05161879,0.054263835,0.175416104,0.465181284,0,0.746480012,86577,17221,69356,394,394,394,20
s1.358,1,435.3201112,3.214157257,0.051447824,0.055545438,0.092674376,0.228066381,0.572265981,0,0.948552176,87856,912,86944,503,503,503,8
s1.359,1,385.2522347,3.046722802,0.135940884,0.028828224,0.062532575,0.19796384,0.574734477,0,0.864059116,86339,9897,76442,509,509,509,23
s1.360,1,379.5193889,2.777933869,0.176322389,0.054323596,0.087563275,0.178679237,0.503111503,0,0.823677611,86132,10646,75486,422,422,422,23
s1.361,1,427.8406751,3.150072515,0.062697115,0.061799305,0.097124704,0.219491701,0.558887175,0,0.937302885,86878,1256,85622,487,487,487,32
s1.362,1,393.8999399,2.870957449,0.142603186,0.044396837,0.109476491,0.206486314,0.497037172,0,0.857396814,87754,8989,78765,461,461,461,29
s1.363,1,376.7711439,2.762044532,0.194707515,0.050975716,0.066339517,0.173519228,0.514458025,0,0.805292485,87218,12706,74512,409,409,409,22
s1.364,1,365.0500483,2.806902257,0.177402198,0.04589292,0.08403262,0.177744947,0.514927314,0,0.822597802,84610,12127,72483,425,425,425,14
s1.365,1,382.2230932,2.899031224,0.164347197,0.039118793,0.064389717,0.197444178,0.534700116,0,0.835652803,87017,11039,75978,440,440,440,22
s1.366,1,357.6070463,2.718891792,0.21693249,0.036287181,0.053645905,0.197224896,0.495909528,0,0.78306751,87276,16227,71049,406,406,406,27
s1.367,1,374.0120342,2.801375831,0.173469388,0.049873882,0.08214859,0.190827792,0.503680349,0,0.826530612,87220,13044,74176,417,417,417,29
s1.368,1,405.1393247,2.805133626,0.142266241,0.072695728,0.097375738,0.21296275,0.474699543,0,0.857733759,87034,6172,80862,453,453,453,3
s1.369,1,422.9594283,3.165925368,0.074654441,0.047260618,0.092924593,0.207825829,0.577334519,0,0.925345559,87684,3349,84335,511,511,511,34
s1.370,1,137.5469228,0.974170505,0.702782786,0.024382401,0.033914851,0.073721446,0.165198516,0,0.297217214,87071,60019,27052,131,131,131,42
s1.371,1,137.6016503,1.005205604,0.703734759,0.019459875,0.029009305,0.063457127,0.184338935,0,0.296265241,85869,58756,27113,124,124,124,17
s1.372,1,360.4479694,2.77422166,0.188592303,0.050436921,0.07524353,0.169611307,0.516115939,0,0.811407697,83768,10388,73380,425,425,425,22
s1.373,1,27.93241418,2.913582433,0.073490349,0.038958739,0.171064282,0.33345139,0.38303524,0,0.926509651,5647,170,5477,29,29,29,20
s1.374,1,351.5015933,2.675429284,0.22265048,0.044290066,0.072655096,0.155788405,0.504615953,0,0.77734952,86656,16728,69928,410,410,410,14
s1.375,1,362.7834173,2.722357453,0.211495625,0.044423267,0.057466645,0.183456955,0.503157508,0,0.788504375,87094,14026,73068,449,449,449,2
s1.376,1,296.845218,3.46956962,0.024911392,0.054059072,0.041839662,0.18492827,0.694261603,0,0.975088608,59250,463,58787,357,357,357,7
s1.377,1,415.2844538,3.048669902,0.081199155,0.05857627,0.109678486,0.231447699,0.519098391,0,0.918800845,84693,2220,82473,516,516,516,25
s1.378,1,375.0864858,2.815661378,0.17950543,0.033533855,0.082990839,0.199733658,0.504236218,0,0.82049457,87106,13114,73992,424,424,424,15
s1.379,1,402.4160679,2.952593622,0.145090176,0.035090518,0.085379331,0.19101546,0.543424516,0,0.854909824,87773,8083,79690,478,478,478,25
s1.380,1,342.0984508,2.555592824,0.248360495,0.060838085,0.06418071,0.140089522,0.486531188,0,0.751639505,86459,18128,68331,407,407,407,24
s1.381,1,359.0412216,2.629496566,0.226964662,0.045594669,0.084513906,0.156832967,0.486093796,0,0.773035338,88234,16528,71706,420,420,420,19
s1.382,1,346.1183094,2.656812546,0.239667524,0.022984019,0.069916422,0.175732458,0.491699578,0,0.760332476,87104,18472,68632,443,443,443,21
s1.383,1,238.1067208,1.818071915,0.474364731,0.025641026,0.039871968,0.127802148,0.332320127,0,0.525635269,86853,39903,46950,272,272,272,14
s1.384,1,56.33790411,2.939175814,0.095015296,0.031851719,0.12380781,0.337592226,0.411732949,0,0.904984704,11114,11,11103,53,53,53,28
s1.385,1,364.042224,2.7867511,0.199480525,0.038523865,0.058509844,0.182735516,0.52075025,0,0.800519475,87011,14888,72123,467,467,467,35
s1.386,1,368.6080718,2.887036591,0.187832237,0.026774131,0.0602992,0.160713671,0.564380762,0,0.812167763,87099,14009,73090,439,439,439,22
s1.387,1,126.4886414,0.739764571,0.760643124,0.03211025,0.027378697,0.066574792,0.113293138,0,0.239356876,87075,61940,25135,117,117,117,14
s1.388,1,357.303079,2.83768315,0.192307692,0.024519231,0.06529304,0.188942308,0.528937729,0,0.807692308,87360,16414,70946,445,445,445,27
s1.389,1,313.8694366,2.391107485,0.305744854,0.054299735,0.037360516,0.148292862,0.454302033,0,0.694255146,87017,24818,62199,376,376,376,24
s1.390,1,163.3374717,1.056461731,0.663259952,0.044439375,0.036614577,0.083951181,0.171734915,0,0.336740048,87670,55360,32310,150,150,150,15
s1.391,1,244.5868085,3.296084896,0.065917989,0.029177828,0.06340408,0.225901504,0.615598599,0,0.934082011,48530,61,48469,291,291,291,26
s1.392,1,24.5964899,3.360314897,0.029672992,0.031085991,0.096689544,0.234356076,0.608195398,0,0.970327008,4954,147,4807,23,23,23,23
s1.393,1,429.4780639,3.024949171,0.073515053,0.069529159,0.131419645,0.209563849,0.515972294,0,0.926484947,87057,1108,85949,458,458,458,29
