vehicle_id,scenario,total_distance,average_passengers,ratio_0,ratio_1,ratio_2,ratio_3,ratio_4,ratio_out,utilization_rate,reported_time,idling_time,moving_time,pick_up,drop_off,revenue_trips,rebalance_trips
s1.394,1,326.3460435,2.557290471,0.277428243,0.020826636,0.060275545,0.149965557,0.491504018,0,0.722571757,87100,22660,64440,432,432,432,15
s1.395,1,393.1343577,2.931186621,0.137418863,0.052412742,0.076147467,0.209604768,0.52441616,0,0.862581137,86582,5088,81494,475,475,475,10
s1.396,1,252.587483,3.339013205,0.056080493,0.02605361,0.065035186,0.228433621,0.62439709,0,0.943919507,50588,496,50092,292,292,292,25
s1.397,1,402.0699324,2.953450914,0.111770729,0.049471347,0.121941118,0.207169894,0.509646913,0,0.888229271,86919,6882,80037,416,416,416,26
s1.398,1,420.4157651,3.069862403,0.089695639,0.055999725,0.098800169,0.205755527,0.549748939,0,0.910304361,87429,3206,84223,468,468,468,20
s1.399,1,389.678649,2.912527112,0.14109854,0.058995252,0.076370244,0.193352483,0.530183481,0,0.85890146,85295,7365,77930,460,460,460,31
s1.400,1,278.6072048,3.425459791,0.025333574,0.030003606,0.095384061,0.192426974,0.656851785,0,0.974666426,55460,263,55197,371,371,371,16
s1.401,1,374.6254696,2.571300397,0.215666878,0.081083568,0.075217116,0.172347156,0.455685282,0,0.784333122,86935,12533,74402,401,401,401,24
s1.402,1,55.34049349,2.270886889,0.171111825,0.19151671,0.147493573,0.175128535,0.314749357,0,0.828888175,12448,1580,10868,68,68,68,5
s1.403,1,342.1820071,2.670679218,0.24262895,0.029461183,0.058013211,0.15439501,0.515501646,0,0.75737105,86894,19075,67819,429,429,429,14
s1.404,1,381.7257131,2.917161071,0.137979572,0.047904888,0.093145809,0.200914358,0.520055373,0,0.862020428,85962,9683,76279,435,435,435,27
s1.405,1,363.8362746,2.921280267,0.169771993,0.039938858,0.056243269,0.167328647,0.566717232,0,0.830228007,86357,14431,71926,456,456,456,17
s1.406,1,419.7845675,3.358193617,0.057941896,0.027031084,0.065481964,0.197981617,0.651563438,0,0.942058104,86604,3093,83511,544,544,544,32
s1.407,1,338.767445,2.684070909,0.232725511,0.033608987,0.058706158,0.16678777,0.508171574,0,0.767274489,86703,19812,66891,423,423,423,19
s1.408,1,353.4437874,2.567463333,0.235327301,0.052059589,0.082740439,0.16956782,0.460304851,0,0.764672699,86862,16939,69923,374,374,374,36
s1.409,1,389.0516504,2.822970689,0.159033152,0.050216759,0.08348378,0.223278866,0.483987443,0,0.840966848,86963,9620,77343,453,453,453,25
s1.410,1,367.2276761,2.696787955,0.203857665,0.061202023,0.063197367,0.177780581,0.493962364,0,0.796142335,87203,11254,75949,413,413,413,22
s1.411,1,409.4276423,2.931585987,0.120280898,0.051151957,0.108150181,0.21753419,0.502882775,0,0.879719102,86722,5387,81335,440,440,440,20
s1.412,1,396.2792295,2.978994015,0.111153315,0.052279006,0.105248619,0.209058471,0.522260589,0,0.888846685,86880,7880,79000,469,469,469,21
s1.413,1,401.5566715,2.979965826,0.11817525,0.048795312,0.096684671,0.207577895,0.528766872,0,0.88182475,87201,6670,80531,459,459,459,25
s1.414,1,415.7394704,3.074710984,0.103987897,0.047397415,0.088592976,0.189959232,0.570062481,0,0.896012103,86587,3261,83326,504,504,504,23
s1.415,1,370.920599,2.70157308,0.201567351,0.050205658,0.084233682,0.173073177,0.490920132,0,0.798432649,87281,13673,73608,398,398,398,15
s1.416,1,405.5641698,2.991763747,0.110624418,0.052551258,0.103809413,0.200465983,0.532548928,0,0.889375582,85840,4724,81116,508,508,508,24
s1.417,1,378.5448835,2.959672135,0.165886857,0.028601975,0.058250083,0.174474347,0.572786738,0,0.834113143,86987,11835,75152,461,461,461,20
s1.418,1,315.8427498,2.436057299,0.299666947,0.037580814,0.049059039,0.154414392,0.459278808,0,0.700333053,86773,24081,62692,365,365,365,26
s1.419,1,317.4600501,2.541491699,0.291839717,0.016854385,0.044764786,0.151056707,0.495484405,0,0.708160283,86921,24132,62789,410,410,410,29
s1.420,1,376.3215492,2.855373885,0.159192774,0.052481134,0.076560713,0.19729019,0.514475189,0,0.840807226,87460,12700,74760,449,449,449,2
s1.421,1,405.140054,3.038338327,0.121710071,0.02720673,0.090135976,0.212929246,0.548017976,0,0.878289929,86780,6613,80167,468,468,468,13
s1.422,1,325.2476527,2.543025234,0.26243975,0.044383801,0.066286268,0.141491825,0.485398356,0,0.73756025,84648,20138,64510,382,382,382,8
s1.423,1,328.7220297,2.562904113,0.267517311,0.02492319,0.060691521,0.170874031,0.475993947,0,0.732482689,87228,22271,64957,415,415,415,36
s1.424,1,321.9752272,2.435067764,0.284541473,0.036221249,0.082406494,0.153289609,0.443541175,0,0.715458527,87214,23207,64007,344,344,344,21
s1.425,1,321.6899272,3.42734962,0.02631952,0.041771015,0.077273228,0.187512797,0.667123439,0,0.97368048,63489,119,63370,401,401,401,6
s1.426,1,401.1221559,2.973340092,0.129497563,0.040266369,0.091224351,0.205421846,0.533589871,0,0.870502437,86797,1862,84935,466,466,466,22
s1.427,1,76.05969329,3.371545614,0.015020482,0.066259185,0.076597958,0.216398986,0.625723389,0,0.984979518,15379,231,15148,82,82,82,20
s1.428,1,397.2654924,3.122439628,0.111327499,0.034871466,0.071289465,0.18505705,0.59745452,0,0.888672501,87292,3531,83761,485,485,485,19
s1.429,1,371.7443983,2.829492134,0.182663999,0.036180881,0.079538136,0.172232956,0.529384028,0,0.817336001,86952,13027,73925,453,453,453,30
s1.430,1,394.3876175,2.905486779,0.148545638,0.047407442,0.090150715,0.177806913,0.536089292,0,0.851454362,86189,7601,78588,445,445,445,31
s1.431,1,426.0354364,3.092911439,0.078590072,0.052259822,0.100421284,0.235106237,0.533622584,0,0.921409928,87352,2690,84662,472,472,472,31
s1.432,1,390.1608929,2.834735302,0.16019018,0.043361982,0.092655664,0.209106702,0.494685471,0,0.83980982,87496,8465,79031,450,450,450,4
s1.434,1,281.1056163,2.083545529,0.379244392,0.042008964,0.068394188,0.136661635,0.37369082,0,0.620755608,86791,31462,55329,297,297,297,26
s1.435,1,233.7223728,3.203233751,0.047264161,0.074376272,0.10932648,0.16592783,0.603105258,0,0.952735839,46695,222,46473,236,236,236,23
s1.436,1,347.8296589,2.664048464,0.224443728,0.040597503,0.068077118,0.18022988,0.486651771,0,0.775556272,86828,17947,68881,422,422,422,9
s1.437,1,354.7207161,2.787051429,0.214594286,0.036422857,0.036137143,0.173028571,0.539817143,0,0.785405714,87500,17603,69897,439,439,439,16
s1.438,1,380.1718149,2.826855611,0.179022073,0.046239317,0.064700537,0.188937071,0.521101002,0,0.820977927,86939,11333,75606,409,409,409,30
s1.439,1,381.5440402,2.800423578,0.171767631,0.041057102,0.104674317,0.179985957,0.502514992,0,0.828232369,86879,6085,80794,453,453,453,17
s1.440,1,315.0025515,2.702480262,0.239286956,0.030612245,0.055141765,0.138251651,0.536707384,0,0.760713044,80556,18482,62074,393,393,393,17
s1.441,1,383.0586328,2.7747508,0.168308882,0.068284793,0.087635784,0.171887725,0.503882816,0,0.831691118,87179,8690,78489,441,441,441,15
s1.442,1,407.3944277,3.058896159,0.102214376,0.046699207,0.098648758,0.194851202,0.557586458,0,0.897785624,86661,5218,81443,518,518,518,34
s1.443,1,392.0015374,2.982063195,0.134456695,0.04610175,0.074104893,0.193594989,0.551741673,0,0.865543305,86526,8902,77624,497,497,497,28
s1.444,1,338.0100921,2.395099593,0.288832219,0.044570037,0.068601098,0.178659223,0.419337423,0,0.711167781,87054,20271,66783,398,398,398,24
s1.445,1,368.1141387,3.019465999,0.129284536,0.037734466,0.076287652,0.197617156,0.55907619,0,0.870715464,81835,8718,73117,445,445,445,27
s1.446,1,375.5128268,2.670086676,0.199797529,0.05126601,0.086015879,0.204893419,0.458027163,0,0.800202471,87914,13334,74580,434,434,434,22
s1.447,1,45.28310293,2.606591943,0.055376762,0.167351015,0.252802131,0.164243702,0.36022639,0,0.944623238,9011,31,8980,40,40,40,13
s1.448,1,379.4819229,2.981720022,0.158510895,0.037227613,0.067974353,0.136604851,0.599682288,0,0.841489105,86871,6713,80158,514,514,514,34
s1.449,1,387.9505527,2.873391941,0.151761674,0.054955929,0.077888753,0.19891607,0.516477573,0,0.848238326,86906,9558,77348,474,474,474,21
s1.450,1,356.9957507,2.739061979,0.212428028,0.026409847,0.081551033,0.168894303,0.510716789,0,0.787571972,87013,16198,70815,435,435,435,21
s1.451,1,351.8085698,2.707850041,0.21604299,0.040009666,0.075830802,0.156287398,0.511829145,0,0.78395701,86904,17065,69839,423,423,423,30
s1.452,1,417.3369675,3.198706569,0.065317133,0.049466258,0.081583012,0.228460102,0.575173495,0,0.934682867,86746,3786,82960,515,515,515,22
s1.453,1,364.5261227,2.933574796,0.178659308,0.025296079,0.051707485,0.172484765,0.571852363,0,0.821340692,86970,14855,72115,470,470,470,24
s1.454,1,79.76940245,2.291318714,0.141904476,0.188525083,0.171462902,0.232562331,0.265545209,0,0.858095524,16645,494,16151,69,69,69,32
s1.455,1,285.3045749,2.167674262,0.35508695,0.043920709,0.071511152,0.137193506,0.392287682,0,0.64491305,83036,26333,56703,314,314,314,22
s1.456,1,374.2756828,2.934148797,0.169267913,0.025688262,0.071332128,0.169050507,0.56466119,0,0.830732087,87394,13423,73971,476,476,476,25
s1.457,1,271.2467277,2.0900704,0.404177978,0.030644642,0.040882529,0.119518704,0.404776147,0,0.595822022,86932,33214,53718,315,315,315,24
s1.458,1,323.9201897,3.399856099,0.026449564,0.035458996,0.072701109,0.242566437,0.622823894,0,0.973550436,63933,13,63920,404,404,404,25
s1.459,1,387.4282326,2.900775461,0.139387673,0.05508645,0.08860934,0.199195818,0.517720719,0,0.860612327,87045,10053,76992,490,490,490,17
s1.460,1,341.7934163,2.654082669,0.257156222,0.019007199,0.049309192,0.161652463,0.512874924,0,0.742843778,87651,19617,68034,393,393,393,31
s1.461,1,310.2227284,3.368613435,0.034911867,0.049240517,0.080773292,0.182470961,0.652603363,0,0.965088133,61555,59,61496,361,361,361,25
s1.463,1,377.5867981,2.865029485,0.182203921,0.031241802,0.069384403,0.173660618,0.543509256,0,0.817796079,87671,12682,74989,488,488,488,16
s1.464,1,343.1924429,2.621734001,0.245621471,0.026700725,0.077353066,0.16097181,0.489352928,0,0.754378529,87301,19258,68043,427,427,427,7
s1.465,1,332.2960906,3.517933377,0.016309903,0.035490951,0.057828754,0.194696651,0.695673742,0,0.983690097,66524,536,65988,472,472,472,13
s1.466,1,422.8034651,3.246711394,0.05353518,0.051677275,0.090945582,0.202224898,0.601617065,0,0.94646482,87195,1072,86123,549,549,549,24
s1.467,1,353.6087326,2.728326315,0.211580181,0.03252938,0.076775833,0.174213158,0.504901449,0,0.788419819,86199,16099,70100,416,416,416,26
s1.468,1,418.9667846,3.00433842,0.095365103,0.064309344,0.099325771,0.222621596,0.518378187,0,0.904634897,87359,3599,83760,515,515,515,36
s1.469,1,362.1296659,2.705733043,0.197385576,0.04606971,0.092427861,0.181659802,0.482457051,0,0.802614424,86673,14586,72087,416,416,416,28
s1.470,1,411.9159979,3.001066869,0.097298451,0.067532806,0.092663498,0.221813914,0.520691331,0,0.902701549,84359,2145,82214,430,430,430,23
s1.471,1,423.963588,3.227603988,0.060880028,0.046854589,0.085206829,0.217898476,0.589160078,0,0.939119972,87270,3309,83961,504,504,504,17
s1.472,1,308.6772953,2.262807876,0.341728412,0.037251037,0.053701312,0.151122743,0.416196497,0,0.658271588,88266,26989,61277,337,337,337,30
s1.473,1,215.4304885,1.476565907,0.556117882,0.044400835,0.037193876,0.091372306,0.2709151,0,0.443882118,87138,44300,42838,221,221,221,25
s1.478,1,363.3517572,2.815556425,0.188296453,0.028787321,0.079610802,0.185674196,0.517631228,0,0.811703547,86948,14821,72127,475,475,475,23
s1.479,1,26.78100678,2.521327893,0.083456973,0.117581602,0.228672107,0.334755193,0.235534125,0,0.916543027,5392,0,5392,18,18,18,24
s1.480,1,356.4881156,2.843234552,0.202870891,0.029680524,0.045110695,0.166018923,0.556318967,0,0.797129109,86454,15876,70578,439,439,439,17
s1.481,1,242.7416197,1.744732336,0.464707225,0.049674695,0.072160712,0.103093254,0.310364114,0,0.535292775,87610,39149,48461,269,269,269,4
s1.482,1,343.5150766,2.681451958,0.207316029,0.047925862,0.07396721,0.197571919,0.47321898,0,0.792683971,81793,13723,68070,372,372,372,2
s1.483,1,375.9350316,2.958552927,0.156539389,0.03721472,0.070174022,0.163297314,0.572774555,0,0.843460611,86713,11875,74838,463,463,463,28
s1.484,1,239.0514584,3.38721133,0.023471811,0.035659501,0.098867385,0.214188153,0.62781315,0,0.976528189,47589,143,47446,268,268,268,16
s1.485,1,352.7804139,2.706591833,0.221842964,0.029104862,0.062882996,0.19295573,0.493213447,0,0.778157036,87305,17290,70015,439,439,439,23
s1.486,1,205.7892821,1.511307461,0.54959575,0.026241626,0.053349503,0.104885655,0.265927466,0,0.45040425,86580,45755,40825,221,221,221,20
s1.487,1,291.7760669,3.513073081,0.021670382,0.027908825,0.055610279,0.205298357,0.689512157,0,0.978329618,57867,179,57688,354,354,354,18
s1.488,1,48.97295578,2.24796425,0.164945382,0.170109235,0.12939424,0.323138034,0.212413108,0,0.835054618,10070,520,9550,25,25,25,21
s1.489,1,52.80088813,1.714640759,0.400587438,0.092935683,0.115680072,0.172842296,0.217954511,0,0.599412562,13278,2688,10590,32,32,32,1
s1.490,1,324.0997747,2.523389151,0.284242431,0.02697906,0.045499072,0.1677058,0.475573636,0,0.715757569,86771,22677,64094,390,390,390,25
s1.491,1,338.2718371,2.429509683,0.251691349,0.066445028,0.086601725,0.191186386,0.404075512,0,0.748308651,86026,18407,67619,370,370,370,11
s1.492,1,308.4390486,3.457459825,0.031862305,0.024390244,0.05050983,0.240900563,0.652337058,0,0.968137695,61295,297,60998,340,340,340,10
s1.493,1,52.98422225,1.899509648,0.365025791,0.074699102,0.072342864,0.271604152,0.21632809,0,0.634974209,15703,5274,10429,36,36,36,25
s1.494,1,393.0391763,2.924838866,0.128664495,0.039653938,0.11066833,0.22020468,0.500808557,0,0.871335505,86574,7498,79076,462,462,462,20
s1.495,1,343.8807219,2.425712406,0.265687938,0.051960343,0.091305703,0.173043408,0.418002608,0,0.734312062,86643,17642,69001,400,400,400,23
s1.496,1,395.3648956,2.899928446,0.146362293,0.044698089,0.082229249,0.216069615,0.510640753,0,0.853637707,86648,7821,78827,452,452,452,4
s1.497,1,344.4620956,2.678507524,0.236236007,0.025773078,0.068246467,0.162736282,0.507008167,0,0.763763993,87184,18926,68258,431,431,431,17
s1.498,1,316.3176988,2.529327611,0.279943244,0.038790778,0.04824222,0.138042637,0.494981121,0,0.720056756,85278,16825,68453,377,377,377,24
s2.0,2,326.5542389,34.51101633,0.000869253,0.010535344,0.006930842,0.003349521,0.008240516,0.970074524,0.999130747,86281,68,86213,442,368,368,2
s2.1,2,293.6390377,23.40815062,0,0.006930485,0.011254733,0.198786873,0.025501379,0.75752653,1,85564,0,85564,397,344,344,0
s2.2,2,329.5128071,28.57437694,0,0.004423388,0.090865704,0.047993761,0.050484827,0.806232321,1,85907,0,85907,444,374,374,0
s2.3,2,291.0952015,33.7559853,0,0.002063696,0.00173907,0.002550636,0.009564885,0.984081713,1,86253,0,86253,430,362,362,0
s2.4,2,272.2180088,19.30799295,0.001414886,0.226764549,0.032449609,0.023345627,0.025073644,0.690951685,0.998585114,86226,0,86226,396,351,351,2
s2.5,2,285.2161734,24.97975233,0,0.000929325,0.189907532,0.036789647,0.013451977,0.758921519,1,86084,0,86084,378,321,321,0
s2.6,2,309.1366703,26.63428263,0,0.010719181,0.013062171,0.025351156,0.010145148,0.940722344,1,85361,0,85361,435,378,378,0
s2.7,2,292.4018788,31.99379206,0,0.001520074,0.009642608,0.190751915,0.036829891,0.761255512,1,86180,0,86180,429,357,357,0
s2.8,2,308.403213,23.5928632,0.027634193,0.037856172,0.019758622,0.156860923,0.018329868,0.739560223,0.972365807,86089,0,86089,432,373,373,11
s2.9,2,353.6490389,38.15047509,0.002908459,0.006570104,0.005874855,0.015307068,0.012294322,0.957045191,0.997091541,86300,0,86300,494,422,422,1
s2.10,2,331.9875329,31.95080647,0.009255153,0.020225952,0.011285918,0.018195187,0.007971336,0.933066455,0.990744847,85682,0,85682,467,397,397,6
s2.11,2,337.2972666,29.73731672,0.002376123,0.004056795,0.011811069,0.015775138,0.010431759,0.955549116,0.997623877,86275,0,86275,474,410,410,1
s2.12,2,311.775269,28.83843723,0.007888194,0.033492879,0.150595971,0.052522131,0.029984433,0.725516392,0.992111806,86078,0,86078,449,384,384,2
s2.13,2,297.0738065,24.24757253,0,0.005568381,0.002204151,0.006832867,0.005081148,0.980313453,1,86201,0,86201,418,361,361,0
s2.14,2,321.3710369,31.1835723,0.000474378,0.007151243,0.106260599,0.035791796,0.017101315,0.833220669,0.999525622,84321,0,84321,437,373,373,1
s2.15,2,285.0167281,20.70253864,0.002337454,0.216592434,0.019397379,0.029410055,0.032945308,0.69931737,0.997662546,85991,0,85991,367,320,320,1
s2.16,2,338.0687225,27.0849288,0.000813717,0.008602151,0.082127289,0.055844231,0.038395815,0.814216797,0.999186283,86025,0,86025,434,375,375,1
s2.17,2,301.6429589,31.86174921,0.003395387,0.007551809,0.180587753,0.030429692,0.022468095,0.755567264,0.996604613,85410,0,85410,398,330,330,2
s2.18,2,292.0159694,24.56991451,0.001479118,0.199401365,0.036919708,0.015990776,0.026728937,0.719480096,0.998520882,85862,52,85810,432,380,380,3
s2.19,2,290.5578512,24.8510446,0.009929577,0.206514085,0.026255869,0.030598592,0.025915493,0.700786385,0.990070423,85200,0,85200,420,349,349,6
s2.20,2,320.9126651,23.77871334,0.001519316,0.006436798,0.012606845,0.111849507,0.034364381,0.833223154,0.998480684,86223,3,86220,475,425,425,4
s2.21,2,321.2182763,28.23774111,0.001045782,0.014059958,0.133685801,0.058215199,0.043829886,0.749163374,0.998954218,86060,0,86060,442,372,372,1
s2.22,2,279.0884228,25.86133889,0.000104239,0.005663655,0.006057447,0.218878851,0.013284688,0.756011119,0.999895761,86340,0,86340,425,366,366,1
s2.23,2,346.0834835,31.86266884,0.006974849,0.012342804,0.010374942,0.012109921,0.007475547,0.950721938,0.993025151,85880,0,85880,454,387,387,6
s2.24,2,359.4331463,28.97980751,0.011978001,0.022755872,0.023548192,0.051570656,0.067300522,0.822846756,0.988021999,85824,0,85824,477,417,417,4
s2.25,2,333.5793602,33.59327167,0.002085129,0.006907718,0.035761713,0.102182979,0.04589614,0.807166321,0.997914871,85846,0,85846,461,382,382,1
s2.26,2,298.6418281,28.50111101,0,0.012326332,0.003976236,0.009741779,0.015647659,0.958307995,1,85508,0,85508,414,348,348,0
s2.27,2,301.0007502,26.57493293,0,0.003464365,0.007010381,0.003522688,0.178537268,0.807465298,1,85730,0,85730,412,353,353,0
s2.28,2,297.3759361,26.60011833,0.000139206,0.004825818,0.008294375,0.013271,0.020683735,0.952785866,0.999860794,86203,0,86203,438,380,380,1
s2.29,2,296.0830081,27.53235079,0,0.003228691,0.009546706,0.017072576,0.03457487,0.935577158,1,86103,0,86103,444,376,376,0
s2.30,2,339.380303,33.75447373,0.001496114,0.018865058,0.034317106,0.084390158,0.062357548,0.798574017,0.998503886,85555,0,85555,462,387,387,3
s2.31,2,336.1501953,33.7641737,0,0.002319755,0.006135752,0.006854876,0.012074325,0.972615292,1,86216,0,86216,434,369,369,0
s2.32,2,292.5651018,33.93301263,0.002800339,0.007785176,0.015361197,0.170971753,0.023553061,0.779528474,0.997199661,86061,127,85934,430,351,351,7
s2.33,2,338.0085602,35.24676127,0.027390711,0.042071386,0.051819634,0.034830164,0.026831003,0.817057102,0.972609289,85759,0,85759,480,404,404,13
s2.34,2,297.7069646,26.73799187,0.16377249,0.025536854,0.022019733,0.027835171,0.022959954,0.737875798,0.83622751,86150,13628,72522,401,337,337,4
s2.35,2,286.5949981,30.83299146,0.000417203,0.00949136,0.199828483,0.036621122,0.021288924,0.732352907,0.999582797,86289,0,86289,452,379,379,1
s2.36,2,286.3896155,25.20808191,0.204584149,0.045575103,0.025167649,0.012925493,0.006960772,0.704786834,0.795415851,86341,16928,69413,411,355,355,4
s2.37,2,343.4322198,28.19093779,0,0.011383099,0.011686027,0.015146396,0.011406401,0.950378077,1,85829,0,85829,446,389,389,0
s2.38,2,303.0496892,26.11814087,0,0.002281069,0.005071616,0.003740028,0.00849901,0.980408277,1,86363,0,86363,443,381,381,0
s2.39,2,308.7906962,21.66217002,0.015652983,0.023851611,0.02009536,0.146121642,0.021909524,0.77236888,0.984347017,85990,0,85990,451,400,400,4
s2.40,2,289.3365267,25.95571066,0,0.001689543,0.004183077,0.020134697,0.195066533,0.778926149,1,85822,0,85822,413,348,348,0
s2.41,2,290.1753879,24.30721661,0,0.001914375,0.001740341,0.002042,0.001659125,0.992644158,1,86190,0,86190,394,339,339,0
s2.42,2,295.2619386,33.38068708,0,0.002860915,0.004030764,0.007424481,0.00659053,0.97909331,1,86336,0,86336,413,338,338,0
s2.43,2,330.7035293,35.42862121,0.001242784,0.0159239,0.017259603,0.00869949,0.01413522,0.942739004,0.998757216,86097,18,86079,458,386,386,3
s2.44,2,286.0398269,23.55438877,0,0.002063122,0.001147467,0.222967883,0.028396908,0.745424621,1,86277,0,86277,372,323,323,0
s2.45,2,287.1651514,23.40962021,0.007495816,0.187848643,0.035166419,0.053272592,0.034701562,0.681514968,0.992504184,86048,0,86048,385,329,329,5
s2.46,2,303.6575806,23.80080212,0,0.006491173,0.007418484,0.168411169,0.059347869,0.758331305,1,86271,0,86271,401,350,350,0
s2.47,2,316.1703133,26.06682472,0.00983195,0.027868814,0.049915162,0.147177091,0.039374288,0.725832694,0.99016805,86046,76,85970,441,380,380,10
s2.48,2,336.4478947,29.64637271,0,0.002040603,0.002388433,0.009078366,0.01724078,0.969251817,1,86249,0,86249,437,378,378,0
s2.49,2,335.8715623,28.95945218,0.001275898,0.017230481,0.01432752,0.022568184,0.027788833,0.916809083,0.998724102,85430,0,85430,457,402,402,1
s2.50,2,353.4818714,27.55333186,0.029011691,0.050854965,0.045096919,0.031191356,0.026598907,0.817246162,0.970988309,85793,210,85583,460,401,401,13
s2.51,2,287.3893788,22.65174948,0.204688593,0.031618848,0.02890133,0.029519477,0.016095171,0.68917658,0.795311407,85740,0,85740,382,321,321,1
s2.52,2,300.7221191,32.3899771,0,0.005672901,0.017902189,0.023214722,0.026644037,0.926566151,1,86023,0,86023,418,344,344,0
s2.53,2,293.3586878,29.63379988,0,0.002191635,0.010668275,0.170738778,0.030636502,0.785764811,1,86237,0,86237,412,342,342,0
s2.54,2,283.6091949,28.19843554,0.00620909,0.009006081,0.018987048,0.010746948,0.197100877,0.757949956,0.99379091,86164,0,86164,385,318,318,3
s2.55,2,345.2824915,27.34751255,0.004509988,0.015013971,0.015732786,0.020126836,0.034190115,0.910426304,0.995490012,86253,0,86253,451,394,394,4
s2.56,2,341.3636154,26.69174457,0.000116569,0.005583662,0.003718555,0.021518663,0.074755788,0.894306763,0.999883431,85786,0,85786,449,386,386,1
s2.57,2,311.2539741,29.03037617,0.003486555,0.004349448,0.014599221,0.154003125,0.029081835,0.794479815,0.996513445,85758,0,85758,440,375,375,4
s2.58,2,323.9359838,30.09185438,0,0.07934408,0.045782126,0.034455547,0.040780327,0.799637921,1,86169,0,86169,458,392,392,0
s2.59,2,335.7698165,35.24031026,0.008533234,0.027802576,0.032370639,0.00983177,0.003234745,0.918227035,0.991466766,86251,0,86251,452,385,385,6
s2.60,2,309.0019165,32.24858948,0.007991996,0.005898024,0.015658264,0.023626994,0.01747304,0.929351683,0.992008004,85961,0,85961,457,390,390,3
s2.61,2,327.9672837,23.88009945,0.003186609,0.032788225,0.037515612,0.028235926,0.103558964,0.794714664,0.996813391,85671,0,85671,425,367,367,1
s2.62,2,270.8803881,18.99456585,0.011487671,0.015741498,0.015227299,0.018020334,0.007268903,0.932254295,0.988512329,85570,0,85570,393,344,344,4
s2.63,2,348.7167069,34.30350399,0,0.004079825,0.011878118,0.022170933,0.008987271,0.952883853,1,85788,0,85788,475,409,409,0
s2.64,2,310.7217801,29.1312995,0,0.004582514,0.011968039,0.010246688,0.029007083,0.944195676,1,85979,0,85979,448,386,386,0
s2.65,2,301.5756045,24.52192487,0.005866809,0.01294423,0.004435029,0.001583107,0.007007578,0.968163246,0.994133191,85907,91,85816,437,387,387,8
s2.66,2,316.2753798,33.42943212,0.005279043,0.013413199,0.015580753,0.030252532,0.143000315,0.792474158,0.994720957,85811,0,85811,465,393,393,2
s2.67,2,336.3800001,29.41137407,0.001147374,0.011914144,0.011566455,0.014776784,0.012215474,0.948379769,0.998852626,86284,0,86284,489,433,433,1
s2.68,2,356.0447913,35.05537875,0,0.000267137,0.004785245,0.010557737,0.019501034,0.964888848,1,86098,0,86098,478,409,409,0
s2.69,2,278.8633106,27.08938723,0.004685011,0.014031784,0.004510631,0.226345342,0.016926493,0.733500738,0.995314989,86019,0,86019,377,316,316,3
s2.70,2,349.9452199,44.41480606,0.005529665,0.028772808,0.024228513,0.023776402,0.017551181,0.90014143,0.994470335,86262,0,86262,486,404,404,2
s2.71,2,319.2410154,31.11947729,0,0.006765931,0.011141156,0.01454153,0.117353511,0.850197872,1,86167,0,86167,464,398,398,0
s2.72,2,268.5483628,23.53709846,0.001403224,0.000556651,0.002539719,0.000719007,0.226000232,0.768781167,0.998596776,86230,0,86230,393,333,333,1
s2.73,2,351.9320605,33.28030021,0.002792646,0.005713288,0.011228764,0.025808704,0.014033046,0.940423551,0.997207354,85940,0,85940,472,403,403,2
s2.74,2,347.6057365,41.1754494,0,0.00901707,0.01440872,0.010353362,0.015524233,0.950696615,1,86059,0,86059,480,405,405,0
s2.75,2,324.5915744,39.02229203,0.001191088,0.013592414,0.01908076,0.024779298,0.014655052,0.926701387,0.998808912,85636,0,85636,450,372,372,2
s2.76,2,310.6471139,32.37849957,0,0.000940963,0.003450199,0.014997328,0.016681769,0.963929741,1,86082,0,86082,434,363,363,0
s2.77,2,290.9502214,24.72966992,0.006314228,0.190863485,0.03138577,0.034316963,0.030204025,0.706915528,0.993685772,86313,0,86313,412,355,355,1
s2.78,2,334.9693612,31.21760873,0.005793419,0.009267138,0.016704163,0.012029795,0.011132223,0.945073263,0.994206581,85787,0,85787,459,398,398,3
s2.79,2,307.928737,34.86337047,0,0.000371402,0.006012071,0.00371402,0.004526462,0.985376045,1,86160,0,86160,450,373,373,0
s2.80,2,313.3756977,28.92710291,0.001264648,0.004165216,0.011103376,0.018436013,0.010581274,0.954449472,0.998735352,86190,0,86190,467,402,402,1
s2.81,2,327.1281719,29.47602505,0.010991181,0.015371388,0.038538847,0.074242759,0.034658239,0.826197586,0.989008819,86069,0,86069,438,370,370,5
s2.82,2,304.8294218,29.43781476,0,0.001407353,0.003628877,0.179524757,0.0450353,0.770403713,1,85977,0,85977,406,339,339,0
s2.83,2,334.5503943,42.67566876,0,0.004012561,0.003849732,0.01692254,0.030751338,0.944463829,1,85980,0,85980,459,370,370,0
s2.84,2,309.1737227,26.26667365,0,0.009067207,0.02155644,0.135647275,0.061619759,0.772109319,1,85914,0,85914,436,371,371,0
s2.85,2,304.9064971,30.85456195,0.000523493,0.010446598,0.018171031,0.009166948,0.160735682,0.800956248,0.999476507,85961,0,85961,415,351,351,1
s2.86,2,308.6357505,16.9692428,0.005007529,0.027220413,0.030768872,0.178940365,0.029251439,0.728811383,0.994992471,85671,0,85671,437,401,401,4
s2.87,2,324.3911474,26.17365658,0.029678646,0.024776628,0.033526092,0.019121345,0.030686862,0.862210428,0.970321354,86291,81,86210,425,372,372,5
