vehicle_id,timestamp,latitude,longitude,num_passengers,distance,duration
0,1380949199,40.76041,-73.98748,0,0,0
0,1380949395,40.76104,-73.98702,1,0.049753053225606,196
0,1380949405,40.76167,-73.98657,1,0.049501730466128,10
0,1380949414,40.76229,-73.9861,1,0.0494077590180236,9
0,1380949438,40.76143,-73.98405,3,0.122666049627098,24
0,1380949448,40.76078,-73.98446,3,0.0497838620323182,10
0,1380949458,40.76011,-73.98481,3,0.0497953766749534,10
0,1380949465,40.75984,-73.98417,3,0.0383473151460535,7
0,1380949499,40.75865,-73.98134,4,0.169437265282784,34
0,1380949509,40.75927,-73.98088,4,0.0491497489310131,10
0,1380949519,40.75991,-73.98042,4,0.0503591160596644,10
0,1380949528,40.76052,-73.97997,4,0.0482907546799254,9
0,1380949538,40.76114,-73.97952,4,0.0488951000372902,10
0,1380949547,40.76177,-73.97906,4,0.0497529252392791,9
0,1380949557,40.7624,-73.9786,4,0.0497528147917961,10
0,1380949595,40.76104,-73.97537,4,0.193440971354879,38
0,1380949614,40.76036,-73.97377,4,0.0960361005407085,19
0,1380949632,40.75973,-73.97227,4,0.0897820322498446,18
0,1380949634,40.75964,-73.97206,4,0.0126303278309509,2
0,1380949644,40.76027,-73.9716,4,0.0497531882224984,10
0,1380949654,40.7609,-73.97114,4,0.0497530777688005,10
0,1380949672,40.76025,-73.96962,3,0.0913700113362337,18
0,1380949682,40.75963,-73.97009,3,0.0494081349968925,10
0,1380949692,40.759,-73.97053,4,0.0492551305407085,10
0,1380949702,40.75837,-73.97099,4,0.0497534108763207,10
0,1380949711,40.75775,-73.97145,4,0.0491499086513362,9
0,1380949721,40.75712,-73.97191,4,0.0497536300186451,10
0,1380949731,40.7565,-73.97236,4,0.0488957863331262,10
0,1380949741,40.75587,-73.97282,4,0.0497538491609695,10
0,1380949750,40.75523,-73.97327,4,0.0501116024238658,9
0,1380949760,40.75461,-73.97373,4,0.0491504658980733,10
0,1380949770,40.75399,-73.97419,4,0.0491505759229335,10
0,1380949779,40.75337,-73.97465,4,0.0491506859477937,9
0,1380949789,40.75274,-73.9751,4,0.0495031300621504,10
0,1380949799,40.75212,-73.97556,4,0.0491509077750155,10
0,1380949809,40.75146,-73.97603,4,0.051825094922312,10
0,1380949820,40.75077,-73.97654,4,0.0546508873275326,11
0,1380949829,40.75016,-73.97699,4,0.0482924399875699,9
0,1380949839,40.74954,-73.97744,4,0.0488969744934742,10
0,1380949848,40.74892,-73.97789,4,0.0488970803356122,9
0,1380949858,40.74829,-73.97834,3,0.0495038804039776,10
0,1380949876,40.74895,-73.97986,3,0.0917241567868241,18
0,1380949879,40.74903,-73.98005,3,0.0113805453325047,3
0,1380949897,40.74967,-73.98157,3,0.0910439860783095,18
0,1380949916,40.75034,-73.98318,4,0.0961701545307644,19
0,1380949926,40.74972,-73.98362,4,0.0486468581168428,10
0,1380949935,40.7491,-73.98408,4,0.049151443697949,9
0,1380949946,40.74843,-73.98458,4,0.0531900345245494,11
0,1380949956,40.74777,-73.98505,4,0.0518257432442511,10
0,1380949965,40.74717,-73.98549,4,0.0474344250093226,9
0,1380949975,40.74653,-73.98595,4,0.050361322610317,10
0,1380949985,40.74592,-73.98639,4,0.0480399151336234,10
0,1380949994,40.7453,-73.98685,4,0.0491521180111871,9
0,1380950004,40.74468,-73.9873,3,0.0488978041143567,10
0,1380950013,40.74407,-73.98775,3,0.0482934925854568,9
0,1380950023,40.74345,-73.98819,4,0.0486478866438782,10
0,1380950033,40.74283,-73.98866,4,0.0494112310316967,10
0,1380950039,40.7424,-73.98896,4,0.033612656768179,6
0,1380950042,40.74222,-73.9891,4,0.0144386733499068,3
0,1380950052,40.74155,-73.9896,3,0.0531913674083282,10
0,1380950057,40.74136,-73.98914,3,0.0274325090180236,5
0,1380950071,40.74088,-73.98798,4,0.0692066840211311,14
0,1380950085,40.74136,-73.98914,4,0.0692066840211311,14
0,1380950090,40.74155,-73.9896,4,0.0274325090180236,5
0,1380950100,40.74088,-73.99007,4,0.0524361809509012,10
0,1380950110,40.74025,-73.99053,4,0.0497565873523928,10
0,1380950119,40.73967,-73.99094,4,0.0454699608141703,9
0,1380950128,40.73909,-73.99137,4,0.0459737729707893,9
0,1380950137,40.73851,-73.9918,4,0.0459738691174643,9
0,1380950146,40.73792,-73.99223,3,0.0465777208638906,9
0,1380950155,40.73733,-73.99265,3,0.0463269516532007,9
0,1380950165,40.73669,-73.99312,4,0.0506155620447483,10
0,1380950203,40.73804,-73.99634,4,0.192702027277812,38
0,1380950213,40.73869,-73.99587,4,0.0512203094468614,10
0,1380950222,40.73927,-73.99545,4,0.0457196699813549,9
0,1380950256,40.74047,-73.99829,4,0.170268560571784,34
0,1380950290,40.74167,-74.00112,4,0.169809104729646,34
0,1380950299,40.74226,-74.0007,4,0.0463262705034183,9
0,1380950308,40.74285,-74.00027,3,0.0465770107333748,9
0,1380950342,40.74406,-74.00316,3,0.172885892703543,34
0,1380950351,40.74348,-74.00358,2,0.0457189082100684,9
0,1380950360,40.74288,-74.004,2,0.0469354810503418,9
0,1380950369,40.74229,-74.00443,3,0.0465770058234928,9
0,1380950372,40.74213,-74.00455,3,0.0127178157986327,3
0,1380950379,40.74164,-74.00482,3,0.036695594773151,7
0,1380950390,40.74085,-74.00513,4,0.0569573413983841,11
0,1380950421,40.73974,-74.00249,4,0.158092502802983,31
0,1380950432,40.74044,-74.00199,4,0.055005906774394,11
0,1380950442,40.74108,-74.00155,4,0.049870015997514,10
0,1380950451,40.74167,-74.00112,4,0.0465772038098198,9
0,1380950460,40.74226,-74.0007,4,0.0463262705034183,9
0,1380950469,40.74285,-74.00027,4,0.0465770107333748,9
0,1380950478,40.74343,-73.99985,4,0.0457190084027346,9
0,1380950487,40.74401,-73.99943,4,0.045718916159105,9
0,1380950497,40.74463,-73.99897,4,0.04915234691734,10
0,1380950501,40.74492,-73.99875,4,0.0231157708887508,4
0,1380950507,40.74529,-73.99848,4,0.0292176333747669,6
0,1380950517,40.74596,-73.998,4,0.0526831574580485,10
0,1380950527,40.74658,-73.99755,4,0.0488975856183965,10
0,1380950536,40.7472,-73.9971,4,0.0488974797824736,9
0,1380950546,40.74782,-73.99665,4,0.0488973739465507,10
0,1380950555,40.74843,-73.9962,4,0.0482928444437539,9
0,1380950565,40.74905,-73.99575,4,0.0488971639776259,10
0,1380950575,40.74967,-73.9953,4,0.0488970581417029,10
0,1380950585,40.75029,-73.99485,4,0.04889695230578,10
0,1380950604,40.75152,-73.99395,4,0.0971885808079553,19
0,1380950614,40.7522,-73.99346,4,0.0535393075947794,10
0,1380950625,40.75286,-73.99298,4,0.0520755594779366,11
0,1380950634,40.75348,-73.99253,4,0.0488964077377253,9
0,1380950668,40.75229,-73.98969,4,0.169907574269733,34
0,1380950692,40.75144,-73.98767,4,0.120971503250466,24
0,1380950702,40.75109,-73.98682,4,0.0506488258732132,10
0,1380950711,40.7517,-73.9864,4,0.0475458601305159,9
0,1380950721,40.75232,-73.98595,4,0.0488966057675575,10
0,1380950730,40.75294,-73.98549,4,0.0491508722809198,9
0,1380950740,40.75356,-73.98504,3,0.0488963940832815,10
0,1380950749,40.75418,-73.9846,3,0.0486462281789932,9
0,1380950760,40.75484,-73.98412,3,0.0520751983716594,11
0,1380950770,40.75552,-73.98362,3,0.0537914749347421,10
0,1380950779,40.75614,-73.98317,3,0.0488959536420137,9
0,1380950789,40.75677,-73.98271,4,0.0497538018272219,10
0,1380950799,40.75739,-73.98225,4,0.0491500825730267,10
0,1380950809,40.75802,-73.9818,3,0.0495023459602237,10
0,1380950843,40.75921,-73.98463,3,0.169438492809198,34
